taxa_name,count,mean,std,max,min,total,zero_days
A_abrupta,775,3.0908387096774197,7.865844208323148,63.6,0.0,2395.4,463
A_aliena,775,4.256129032258064,10.167237777013819,86.9,0.0,3298.5,439
A_alliacea,775,3.8445161290322583,8.029525151082806,77.5,0.0,2979.5,227
A_alpinicola,775,2.553161290322581,3.1361544604073996,19.9,0.0,1978.7,146
A_amanitoides,775,4.829806451612903,6.009228633848118,69.1,0.0,3743.1,47
A_ameghinoi,757,3.536856010568032,8.837707940221096,66.6,0.0,2677.4,432
A_ananaeceps,782,1.423145780051151,4.135117253582061,45.9,0.0,1112.9,457
A_areolata,775,7.477677419354839,14.423651971699718,98.2,0.0,5795.2,230
A_atkinsoniana,775,3.9148387096774195,8.097168241637524,54.3,0.0,3034.0,340
A_augusta,1550,2.492709677419355,6.391947788145254,58.1,0.0,3863.7,865
A_aureofloccosa,775,4.675225806451613,5.909798321069479,69.1,0.0,3623.3,54
A_austroviridis,775,1.8561290322580646,4.452884032929599,52.8,0.0,1438.5,349
A_baccata,775,2.4334193548387097,5.664389013158416,40.7,0.0,1885.9,342
A_basiorubra,775,2.0707096774193547,4.406397321055423,52.8,0.0,1604.8,338
A_berkeleyi,775,21.418709677419354,26.8066938569869,294.7,0.0,16599.5,3
A_boliviana,775,8.451741935483872,8.918821021231947,92.0,0.0,6550.1,19
A_borneensis,775,9.94141935483871,9.014190681461304,91.0,0.0,7704.6,8
A_brunneiphylla,775,2.8676129032258064,6.647091132352338,61.6,0.0,2222.4,456
A_bubalina,782,6.254859335038363,12.164876526906758,121.1,0.0,4891.3,265
A_californica,775,2.7881290322580647,9.82252268622036,112.6,0.0,2160.8,589
A_carneiphylla,775,2.8676129032258064,6.647091132352338,61.6,0.0,2222.4,456
A_centunculus,775,5.070709677419355,5.383281746660147,42.2,0.0,3929.8,44
A_chatamagotake,775,8.372516129032258,14.656178622897908,109.7,0.0,6488.7,185
A_chlorinosma,775,3.5978064516129034,6.687468155008124,55.4,0.0,2788.3,237
A_cinereoconia,775,2.6239999999999997,4.945960374993694,44.8,0.0,2033.6,258
A_cinereopannosa,775,3.9148387096774195,8.097168241637524,54.3,0.0,3034.0,340
A_cingulata,775,7.238193548387097,16.295905918484333,261.8,0.0,5609.6,265
A_codinae,775,3.040774193548387,8.665676116282258,95.7,0.0,2356.6,414
A_cokeri,775,3.653806451612903,6.923375962419826,63.3,0.0,2831.7,256
A_concentrica,775,5.996774193548387,13.735138641760297,171.3,0.0,4647.5,253
A_conicobulbosa,775,0.9980645161290322,2.793760835904781,26.2,0.0,773.5,477
A_crassiconus,775,8.441806451612903,12.345661420338844,156.7,0.0,6542.4,17
A_crassifolia,775,3.702838709677419,10.5457581608498,92.2,0.0,2869.7,419
A_daucipes,775,2.785032258064516,5.850551153854449,79.4,0.0,2158.4,344
A_djarilmari,775,0.9433548387096774,3.8717193793892397,43.3,0.0,731.1,574
A_eriophora,782,6.564961636828644,7.0560223865249325,48.1,0.0,5133.8,53
A_flaviphylla,775,2.5961290322580646,4.829906348177609,38.4,0.0,2012.0,332
A_foetens,775,5.591225806451613,10.433161224989291,74.3,0.0,4333.2,294
A_gracilior,775,2.862838709677419,8.591899447582163,93.9,0.0,2218.7,473
A_grallipes,757,5.737648612945838,6.950210020667736,41.5,0.0,4343.4,90
A_griseibrunnea,775,2.8676129032258064,6.647091132352338,61.6,0.0,2222.4,456
A_griseofarinosa,775,7.123870967741936,13.146169325776444,109.7,0.0,5521.0,196
A_griseoverrucosa,775,10.553548387096773,15.477714567900351,120.2,0.0,8179.0,155
A_gymnopus,775,8.111870967741936,6.506150021097288,38.7,0.0,6286.7,15
A_heishidingensis,775,2.245290322580645,6.018904360631228,105.2,0.0,1740.1,372
A_hesleri,775,3.1646451612903226,6.455003395341873,64.8,0.0,2452.6,290
A_ibotengutake,775,10.343096774193548,20.706014073726784,162.6,0.0,8015.9,182
A_inodora,775,4.9557419354838705,7.65405028213366,57.8,0.0,3840.7,155
A_japonica,775,4.790322580645161,10.410130812781277,90.0,0.0,3712.5,228
A_javanica,757,5.827080581241744,7.847750566403905,81.5,0.0,4411.1,77
A_kalamundae,775,2.7103225806451614,6.24831733621542,46.7,0.0,2100.5,462
